"","COMMENT_ID","AUTHOR","DATE","CONTENT","CLASS","key","YID"
"318","z12oczujeqz2xn2lq234ijdzurmdynx5m04","Quinn and Mia Channel MattyB101",2015-05-21 22:48:59,"So freaking sad...<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"319","LneaDw26bFuR9smjLJUhkDMS-5WcFp80WGZVHVi9Tsw","Butter Forbes",NA,"Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don&#39;t need to subscribe. Thanks.",1,"Eminem","uelHwf8o7_U"
"320","LneaDw26bFvgKZJfckgl7OJXXu6v0YtHfhlRTURbhdY","Ractive",NA,"hey guys if you guys can please SUBSCRIBE to my channel ,i&#39;m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i&#39;m doing this for 365 days ,right now i&#39;m on day 41  i&#39;m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won&#39;t let you down i promise(: i&#39;m lyrical i keep it real!",1,"Eminem","uelHwf8o7_U"
"321","LneaDw26bFu8sZa1D5wQdex0wG1IYwFiZL4s3M0h2X8","M.E.S",NA,"hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential",1,"Eminem","uelHwf8o7_U"
"322","z12rhdkrvvy3hd42c23whdeavkjdxnimg","viviane trinh",2015-05-21 22:35:35,"i like the lyrics but not to music video<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"323","LneaDw26bFs3BLHRkaxpe2sWBWSCyXU7mlRbxEYSvQg","Greg Fils Aimé",NA,"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks",1,"Eminem","uelHwf8o7_U"
"324","LneaDw26bFsI21zTVPXTHR0k0-oXBY--24NIE1lGPuk","rap classics",NA,"check out my channel for rap and hip hop music",1,"Eminem","uelHwf8o7_U"
"325","z13zdpqz0qflhrha104cdxir0pbct3v4iys0k","France Silva",2015-05-21 21:54:55,"BR<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"326","LneaDw26bFs2opcXPZ0Hnufen7TS94xBoLm5NO5l30U","Adam B",NA,"adam b beats check out my page",1,"Eminem","uelHwf8o7_U"
"327","z13qczlqnoqajv4rd04ci5arplmksbi5yq00k","Andrew Willigar",NA,"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Awesome"">#Awesome</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Share"">#Share</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RT"">#RT</a> Eminem - Love The Way You Lie ft. Rihanna <a href=""http://ow.ly/2zME8f"">http://ow.ly/2zME8f</a><U+FEFF>",1,"Eminem","uelHwf8o7_U"
"328","LneaDw26bFsnJbhjejnJC_J6d5sHIH1B9UYVbAUc9KM","M.E.S",NA,"im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK",1,"Eminem","uelHwf8o7_U"
"329","z130zx3rrzagwzclr23vxjypimviff23m","Huda Salah",2015-05-21 21:34:27,"Looooved <U+FEFF>",0,"Eminem","uelHwf8o7_U"
"330","z12pvhp42ouayd1xx04cgl4a4wu3sxmqnlw0k","SBG | Zombies",2015-05-21 20:37:21,"We need to get this to 1 Billion Views!!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"331","LneaDw26bFtY8pq4RbqsCPRkV04NOObMB3THlsTf9og","superfacoo",NA,"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",1,"Eminem","uelHwf8o7_U"
"332","z13twpph2vq5zv15k04cixdrfubnxh3oqz40k","Seth Ryan",2015-05-21 20:04:42,"Amazing<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"333","z13zc5rw3l3vw1fey23rehuylwzfcx5rt04","Seth Ryan",2015-05-21 20:04:36,"Almost a billion<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"334","z12ittrwwxexxzwve23rehuylwzfcx5rt04","Seth Ryan",2015-05-21 20:04:26,"Great song<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"335","LneaDw26bFuhuiZ8uX6C-qYLIsOFj9BIWtKWtCz870c","Lizzy Molly",NA,"PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS",1,"Eminem","uelHwf8o7_U"
"336","LneaDw26bFvhyHSmfm28L9EGvDJ-bou6Ze3cVbgCtgU","marion guy",NA,"Okay trust me I&#39;m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.",1,"Eminem","uelHwf8o7_U"
"337","LneaDw26bFsdjmaguMUCSqsUShQZWX4FLU2c58BV1mM","diabeat diaBEAT",NA,"I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks",1,"Eminem","uelHwf8o7_U"
"338","LneaDw26bFvA7_ot-Z3kQHP4GTE3g_Zc2fsfdZ4COpI","Adam B",NA,"adam b beats check out my page 2013",1,"Eminem","uelHwf8o7_U"
"339","LneaDw26bFtdk45hGIs0TDD3NHx1srFG99yWWbEIXG0","Domen Kristan",NA,"CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ",1,"Eminem","uelHwf8o7_U"
"340","z132g5pqsr3wi3x5s04cerbyxuipctqg0hk","scott boshaw",2015-05-21 19:57:17,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"341","LneaDw26bFsPpgYyHcGAJk2dyALknpZ1ITQKBmY32HI","Chelsea Cameron",NA,"*****PLEASE READ*****  Hey everyone! I&#39;m a 19 year old student  who loves to sing.  I record and upload covers on my channel. I would love if you could check them out.  Just give me a chance. You don&#39;t have to thumbs up or subscribe (But you can if you like what your hear)  Just listen. I&#39;d really appreciate.  ~THANK YOU for your time. ~",1,"Eminem","uelHwf8o7_U"
"342","z13zudmjvnayvjjfq232xdtghk33thhtk","Juan Aimar",2015-05-21 18:52:17,"Anybody else here in 2015?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"343","LneaDw26bFuiTZZU8HrWJPqWfqnrKTtUXy7-rTnPwfU","Lil M",NA,"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",1,"Eminem","uelHwf8o7_U"
"344","LneaDw26bFuKZRaKv1u8jqanxsDr6RJraSjf2FfE1_Q","AdmiralMusclebeard",NA,"I&#39;m subscribing to you just because your comment was that great.",1,"Eminem","uelHwf8o7_U"
"345","z134i3ya3xn2cthzj04cef445l21ylwxzmc0k","Smitty Werben Jaggerman Jensen",2015-05-21 18:44:38,"I like the Mmph version better<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"346","LneaDw26bFuULuFdET2q7Xmn9oRQXq3oLyk8736meZ0","Kate Hermamn",NA,"Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?",1,"Eminem","uelHwf8o7_U"
"347","z13hijmrykjqerofg22ktxgzuw3yhrbgl04","Gergo “Vlog14” Csatornája",2015-05-21 18:34:39,"Thumbs up if you listen this in 2015.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"348","LneaDw26bFvuJSk9kaYj6_W0OBzf4mgoIFuYUzJMheY","Brandon Thaler",NA,"Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks",1,"Eminem","uelHwf8o7_U"
"349","LneaDw26bFtRu4tHavOZ4hr-PDVn2oz-9B1QtAfp6pc","david rodriguez",NA,"do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity",1,"Eminem","uelHwf8o7_U"
"350","LneaDw26bFu8afPj-GzbZYFHKXzdkhupARKxWs82nbQ","Dominic Randall",NA,"Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!",1,"Eminem","uelHwf8o7_U"
"351","LneaDw26bFuaZPTjLG-5OtrrXQgL6TPsWkeKzNnMJ0c","Unbeweavable Co",NA,"For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR",1,"Eminem","uelHwf8o7_U"
"352","z13eenia5rqwhvmyw04cgt441wapvbkakzo0k","faisal joy",2015-05-21 18:24:19,"Hi I am from bangladesh <U+0001F49C><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"353","z13isrygru30wbjmy23refqxdzizyp3xy04","Ala Fatah",2015-05-21 18:00:06,"Is that Megan Fox?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"354","z12yupsicr33xvw5p04cglpwizi2tboyzgc","T MAN",2015-05-21 17:41:48,"Fire..<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"355","LneaDw26bFtpMGuaegzvwo3PCtnpRUXnTXAHz_DzpKA","GhostPoet100",NA,"EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN&#39; GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...",1,"Eminem","uelHwf8o7_U"
"356","LneaDw26bFtLCuPUezUBnuN6f0sN3V3nso0Yllu9mKU","Terry-Lee Mackenney",NA,"Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks",1,"Eminem","uelHwf8o7_U"
"357","LneaDw26bFvq7Rq_343ImPD-uDHf2clFCLMRkYqXPX4","Tiffanythebest",NA,"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH",1,"Eminem","uelHwf8o7_U"
"358","z13gdjzydor2enadz23ezhxpyxilvrtak04","Gail Weir",2015-05-21 16:53:59,"I love the way you lie<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"359","LneaDw26bFvk4DAhUcCJKLzujguS_mf4eS_LdZjARzE","M.E.S",NA,"hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential",1,"Eminem","uelHwf8o7_U"
"360","z12uxxzoxvexs1mdr23yvddbpl33gr4mf","Chris Bieber",2015-05-21 15:55:45,"Love the way you lie II is nicer in my opinion. :D<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"361","z12kylpz1wzwgt0pd04cjptp4wjxjdeotnk0k","Levi Cole",2015-05-21 15:03:22,"Almost to a billion :)<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"362","z12uefkbwv2md3dbz04cg3yoqp2ngfgibqg0k","Ashley Jsade",2015-05-21 14:36:34,"If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"363","LneaDw26bFvxJlVsbYMPkvV3LnT9JOJjEg5OsTN9pMo","Josh Dummett",NA,"Also check out D.j.j where do i go now and road to recovery",1,"Eminem","uelHwf8o7_U"
"364","z121z5mziy20ybch504cdziq1rvcev5apg4","Furashious",2015-05-21 12:41:55,"Charlie got off the island and dated Megan Fox? b-but what about claire?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"365","LneaDw26bFtl5IRz0aJhyk-Id8DQ1p28SKectuNzbmE","Davide Puzzanghera",NA,"Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !",1,"Eminem","uelHwf8o7_U"
"366","LneaDw26bFuk1aaBCiVITRxuEwAmzBtVcQi3QZSFkYY","AvidorFilms",NA,"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!",1,"Eminem","uelHwf8o7_U"
"367","z12qy53q0kfzxby4304cflvpxnr1gxjrlrg0k","nepart maxx",2015-05-21 11:46:27,"Eminem best rapper all the time<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"368","z12rdtlarmrzxhuba04cibjomsiqi3ij00g","Paul Buxton",2015-05-21 11:12:22,"Omg! This guy sounds like an american professor green<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"369","z123wdtwhmnngjhat04cgtu5oyibstyopnw0k","vZoqwa",2015-05-21 09:48:06,"thumbs up if you think this should have 1 billion views<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"370","z13eznubuwixt3aae04cgb150t2nup2ba3o","Vence Cerbo",2015-05-21 09:19:36,"Lemme Top Comments Please!!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"371","z12kf5dyltrijhepb04ccltibzijd5wa1mc0k","liu hui (dukegod)",2015-05-21 05:12:43,"i love this song<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"372","z13ihhrakmndxblzo04chpp53nn2xbja1fc","Emma Halbrook",2015-05-21 04:46:05,"My favorite song <U+0001F497><U+0001F497><U+0001F497><U+0001F497><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"373","LneaDw26bFuYnpb0cG3d_koRWn2FHQ6OFrPiqjFHeEs","Beats ProdByATHS",NA,"tryna work with some rappers check out the ones i already have on my channel",1,"Eminem","uelHwf8o7_U"
"374","LneaDw26bFt75QYI94b9j7RqQCUgwrDwiHbnb1uwpxo","RaMpAgE420",NA,"Check out Berzerk video on my channel ! :D",1,"Eminem","uelHwf8o7_U"
"375","z13ehf4g5z2rivxhm04cfjdyhl2kwljzsjs","Andrés Nuñez",2015-05-21 02:11:54,"super<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"376","LneaDw26bFuisc-qZu0BerSXLLjgKlxUD59lcMA8W_E","Stricker Stric",NA,"eminem new song check out my videos",1,"Eminem","uelHwf8o7_U"
"377","z12jt1dbdpbvzzyi304cdxr4cwqkgrild","Susan Ambs",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"378","LneaDw26bFsNko3TEEPMTxWPlFophSSKkSqvjRsENU8","arrgh garry",NA,"My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be",1,"Eminem","uelHwf8o7_U"
"379","LneaDw26bFuUhekP0nDAiaqnW5sf4OD14dIjY-1o63c","RapStarz Coleman",NA,"Subscribe To Mê Please Guys",1,"Eminem","uelHwf8o7_U"
"380","LneaDw26bFvRgBzOd9MQ1jh0Cmt8vuPTQvOZboi-s24","Nicholas Reed",NA,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",1,"Eminem","uelHwf8o7_U"
"381","LneaDw26bFsMrQMk1vC-RxTxjmpFlt5sKz8Vo1_wIas","M.E.S",NA,"hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential",1,"Eminem","uelHwf8o7_U"
"382","z12gdzyrqwvtvxfek230jnvp1zf4hjl3w","Carolina Sanchez Cifuentes",2015-05-21 01:06:57,"Love you<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"383","LneaDw26bFtHv3jHn8C0y5MliNA2oqkPogUL4HmsZPQ","Lil M",NA,"Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe",1,"Eminem","uelHwf8o7_U"
"384","LneaDw26bFt-gGO-C3czQDS4cqE7xJfKoKqWmMIlSWc","HOTFUZZOFFICIAL",NA,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",1,"Eminem","uelHwf8o7_U"
"385","LneaDw26bFuFgDF5yE6Udiuv2lqie4iaimFPdN7rvYk","Nikola Vejionvic",NA,"/watch?v=aImbWbfQbzg watch and subscrible",1,"Eminem","uelHwf8o7_U"
"386","z12qg5voponpgxwot04ci3txdw24ejr431g","Jp Galeanoo",2015-05-21 01:05:43,"I  love you Eminem<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"387","z13pup2w2k3rz1lxl04cf1a5qzavgvv51vg0k","geraldine lopez",2015-05-20 23:44:25,"love the you lie the good<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"388","z121hftrpqicztwq404cjvvzknqoupxxsxw0k","Daniel Tabatabai",2015-05-20 22:58:46,"still listening in 2015<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"389","LneaDw26bFuADByLeh7RnEltROTIUCqeYYXmt51DT2g","M.E.S",NA,"hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential",1,"Eminem","uelHwf8o7_U"
"390","z12jy5544qedxbgfq235ufyqbxqkzxbjl04","Brian Fletcher",2015-05-20 22:52:14,"Eminem rocks!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"391","LneaDw26bFsw47hS3RAHCBj_uNPFQNZVbUVyx5Rh9zk","KOZZI RAP",NA,"CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP",1,"Eminem","uelHwf8o7_U"
"392","z13mxl3zavzfc55as04ccf4ifo2textrofs","Honesty Wright",2015-05-20 19:58:06,"hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks <U+0001F631><U+0001F44F>keep on go  make  sure you doing your   dream is comeing rule  good luck<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"393","z12midepsoiuxzmh304cjt0ihn3js1k4f1c","Marcellus Scates-nash",2015-05-20 19:58:01,"awesome<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"394","z12pwjsybq35ux1kd22cddmjpunribtzf04","Ikram Riani",2015-05-20 18:53:35,"I lovet<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"395","LneaDw26bFv9y-1cf9oawnpCocMFtK6HXTRuoffJR2k","Complete Pranks",NA,"Subscribe and like my video please",1,"Eminem","uelHwf8o7_U"
"396","LneaDw26bFs2GO5DvyLUXUhG7rNJ-Gb4pMhtnYgCRmY","ryan cooper",NA,"subscribed :) btw you have a good style keep it up brother :))",1,"Eminem","uelHwf8o7_U"
"397","LneaDw26bFvwhMGEs3mKR9qcJjIwC7L04F9DEGkLQfY","Drake Gagne",NA,"I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life",1,"Eminem","uelHwf8o7_U"
"398","z12lxrwx2vmxwv4m422dz30wmzbjfji4r04","Joao Victor Canassa",2015-05-20 17:41:30,"Charlie from Lost!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"399","z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k","Mortal 2",2015-05-20 16:32:56,"Eminem THE BEST !<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"400","LneaDw26bFtxoMQMT4RjErJZWpjMtHBcA7QsnHKvXRI","jacobvine2000 .",NA,"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",1,"Eminem","uelHwf8o7_U"
"401","z13mchmibkr2irldm235xnn5umjruplia04","Vevo Ny",2015-05-20 15:34:47,"<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"402","LneaDw26bFt3FLe7NEx2Gc7jToE3LwT1LrpIpyY48E8","KOZZI RAP",NA,"hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU",1,"Eminem","uelHwf8o7_U"
"403","z12ahr2ittmsjrtpd04ccrqiklvvu3uqiew","Giovanni Satta",2015-05-20 09:10:44,"beautiful song!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"404","LneaDw26bFsYJ3OzV2q22gR6I5MvSlIF8ve1WpZHnqg","KOZZI RAP",NA,"CHECK OUT MY CHANNEL BOYS AND GIRLS ;)",1,"Eminem","uelHwf8o7_U"
"405","LneaDw26bFtlox7jDN60_ys-XolAIlgwwc5y6aEKR68","M.E.S",NA,"hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS",1,"Eminem","uelHwf8o7_U"
"406","z12gzbzzzkvwtj5zr04cjf4q0yeztldz4ic","Hazeandrymojilip Hazeandrymojilip",2015-05-20 03:47:31,"best rap ever<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"407","z13gcjvh2naxyvshh04cjldgtpnyfrdylq40k","Aubone LeMieux",2015-05-20 03:15:39,"I lover this song",0,"Eminem","uelHwf8o7_U"
"408","LneaDw26bFuDsbyypF_jwmq7b6BqQPB7BdLbhfqBU5c","M.E.S",NA,"hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time",1,"Eminem","uelHwf8o7_U"
"409","z12njnpwmuyxzrslm22ly1awll2dufkvi","Isabel Flores",2015-05-20 00:49:34,"Love your songs<br />Supper cool<br /><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"410","z13osfmj5m2kj1cb504cjrdbyvzijtu4gtk0k","Harl Bever",2015-05-19 23:23:30,"I like the music...but is anyone listening to the lyrics?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"411","LneaDw26bFs2eQd05L_J9wVmiBlCClqLnM0JUQsB-3Q","YungDreams",NA,"Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.",1,"Eminem","uelHwf8o7_U"
"412","z12acz2r2qiwxtpwy04cihii5rmwefpzeao","InfernoGaming",2015-05-19 23:19:47,":D<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"413","LneaDw26bFtvkPwGL4MxnAUFaIznH1ZWx7z_qBOoe5Q","Trey Curling",NA,"Check out my channel for some lyricism.....",1,"Eminem","uelHwf8o7_U"
"414","z13tjzdqhsmvvh2kr22isbsg1nmydd51v","Earline Craver",2015-05-19 22:35:44,"Me and my big sister like you<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"415","z12hc5yiuwr2sxml3230sxo4tofwftg1b","TheFegi12",2015-05-19 22:30:57,"Not bad<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"416","z132ebdhkwbauzogm04cfzm5oqigzzlxznc0k","cristina virrueta",2015-05-19 21:51:44,"I love eminem  &lt;3<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"417","z12aczswnozdwrfnj22usfnxymiaylupi04","nataly gonzález",2015-05-19 21:49:18,"She looks like Megan Fox <U+0001F602> xD!!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"418","LneaDw26bFs4Mo3Kr9O93YAlCksPNemAPve_W-ivuMc","RapStarz Coleman",NA,"Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s",1,"Eminem","uelHwf8o7_U"
"419","z12xc1aydoauenbgx04cgfkazxrpur2i52o","Nicky G",2015-05-19 20:56:00,"is that megan fox?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"420","z125dnzbqpyqxlghe04cdxsgaxnovjvbxq00k","Uday Kanwar",2015-05-19 19:30:58,"You can not hate eminem and nirvana...trust me<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"421","z12gcfvpsr3au3vg104cdpw5rvbivre5aeg","Jorge Salazar",2015-05-19 18:13:35,"Like eminen<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"422","LneaDw26bFsZrH_q8nAlrNCOT1Zadc4j8zPu-ZPpwIE","Stacy",NA,"check out my playlist",1,"Eminem","uelHwf8o7_U"
"423","LneaDw26bFv1lZ_yx4_HlVx6xNa0xuiUmgoIsxkWJ3E","seven4justice",NA,"Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.",1,"Eminem","uelHwf8o7_U"
"424","LneaDw26bFsnP4vz8waC3hOcYwvM83aoMLyetymm5Io","McCostaOficial",NA,"subscribe to my channel who can",1,"Eminem","uelHwf8o7_U"
"425","z13gxxlhyrmccf10422gdrogiwbjtfwjb04","Ahmed Medhat",2015-05-19 15:23:47,"Simply rap god<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"426","z13auv44szqpddlcz22qgthjakq4jvnbw04","clirim99",2015-05-19 12:13:44,"is that megan fox x:D?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"427","z13gut3rexalj5q5c04ciln54nynvjwyinw0k","Sonny Carter",2015-05-19 11:11:27,"I love this song<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"428","LneaDw26bFtn6YS8GRfHBxoaZZI5newNd0njNOSeF84","canku alkan",NA,"check out my new EM cover video trailer",1,"Eminem","uelHwf8o7_U"
"429","z12eilv44ynefj2ys04cj5vhynakxbnwrdk","BAT MAN",2015-05-19 10:33:12,"Really good song .<br />you know love song song.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"430","z12vx3kz4lq3cnsiu04cejd5bne1gxnjbqo0k","Str8 Royalty",2015-05-19 09:46:37,"Eminem is the greatest artist to ever touch the mic.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"431","z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k","BEER BEER",2015-05-19 09:42:56,"i love Rihanna <U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>[<U+2667>from Thailand<U+2667>]<U+FEFF>",0,"Eminem","uelHwf8o7_U"
